l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
4,4,ON,4,HBM2_2000_4H_1x128,None,64,snap,LocalBP,0.663607,323656861,0.091367,10697461,10713416,117082487,14880.887764,0,0,65525987,39241332,104767319,32502.98
64,1,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,BiModeBP,0.156936,68995733,0.071329,1266275,1265509,17752547,50314.605832,0,0,160035078,303429486,463464564,27270.32
512,4,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.029874,42652215,0.001944,11101,17171,5711837,46939.780200,0,0,10758911,71663944,82422854,26937.39
1,16,OFF,2,HBM2_2000_4H_1x128,None,64,quick,None,0.035246,42609750,0.025105,142526,141589,5677287,45221.391185,0,0,140595788,309924610,450520398,29750.55
128,16,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,LocalBP,0.827642,323195670,0.015894,1871542,1861312,117750713,31040.202945,0,0,73148269,207707844,280856113,27184.97
16,16,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,BiModeBP,0.078806,68172186,0.025315,445713,1063427,17606957,19661.500786,0,0,127061991,109362629,236424620,25692.87
8,1,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,TournamentBP,0.028864,42600168,0.020187,115190,232423,5706287,14355.074225,0,0,8652876,23100575,31753451,25065.38
16,16,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,mm,None,0.120298,41835824,0.220902,1605659,4145292,7268634,56618.816013,0,0,14343354,1118063482,1132406837,27210.47
256,2,OFF,1,HBM2_2000_4H_1x128,None,64,snap,LocalBP,0.769088,336194623,0.008099,990028,976546,122239552,33950.382211,0,0,79224930,318458294,397683224,29140.95
1,8,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.644330,497356153,0.018416,2507948,3298364,136180030,13440.357216,0,0,975599,2659606,3635205,31642.04
2,1,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,None,0.876235,324665021,0.215732,25400398,49708001,117740298,15260.569854,0,0,53095412,75160446,128255857,37635.74
8,8,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,None,0.573911,321416818,0.036515,4247490,7371158,116322471,16729.893184,0,0,80920814,116467957,197388771,38695.71
16,8,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,TournamentBP,0.625241,497236960,0.007022,956129,1687452,136166948,14413.129400,0,0,391222,1179807,1571029,31269.89
32,2,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.704993,497548818,0.013960,1901548,1952673,136213215,48153.784706,0,0,171920298,181736951,353657249,20669.14
64,2,ON,1,HBM2_2000_4H_1x128,None,32,insert,LocalBP,0.639733,497702188,0.016035,2183869,2183716,136191786,13216.323415,0,0,333489,760017,1093506,24553.83
64,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.084972,68863938,0.029112,516347,1061544,17736351,28813.466525,0,0,115726095,88083656,203809751,25633.06
128,2,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.076564,68201928,0.013702,241161,494114,17600183,26566.119729,0,0,130116145,106179322,236295467,26352.64
4,4,ON,16,HBM2_2000_4H_1x128,None,128,mm,None,0.053686,41279005,0.302649,2185997,2186383,7222885,13100.944558,0,0,4348872,10266581,14615453,27412.32
128,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,TournamentBP,0.617500,497719969,0.000283,38479,38218,136185587,45191.078250,0,0,1279689,5072309,6351997,27593.02
4,2,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,None,0.055628,41642103,0.310458,2245755,6556645,7233680,13598.084163,0,0,3039037,5768590,8807627,23804.49
128,1,OFF,16,HBM2_2000_4H_1x128,None,128,pen,MultiperspectivePerceptron64KB,0.106852,67931576,0.020982,369211,368070,17596806,61254.935525,0,0,264168702,675918790,940087492,32679.49
32,4,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,None,0.167617,41421704,0.295188,2149167,6211210,7280677,64881.876094,0,0,14175523,4767471363,4781646886,24653.60
256,4,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.615397,497418477,0.000120,16365,16103,136167268,47195.447602,0,0,1068162,6248566,7316728,29271.27
512,1,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,LocalBP,0.072865,67868728,0.006818,119915,218538,17588901,32393.149314,0,0,138679424,126856961,265536385,32050.38
128,8,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,TournamentBP,0.030558,42669261,0.004488,25624,44224,5709777,46079.359195,0,0,26084644,99148403,125233046,26760.65
512,16,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,None,0.028533,42183489,0.000695,3944,7325,5674778,56014.959432,0,0,15853594,142473463,158327057,33151.88
4,1,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,BiModeBP,0.036059,42524122,0.036134,205166,237603,5677951,35418.141895,0,0,170441867,480802965,651244833,28927.58
256,8,ON,4,HBM2_2000_4H_1x128,None,128,quick,LocalBP,0.026781,42176735,0.001669,9447,9167,5661304,24754.895734,0,0,5319517,16149727,21469244,29427.26
32,2,OFF,1,HBM2_2000_4H_1x128,None,128,quick,LocalBP,0.029899,42265349,0.004192,23772,23680,5671217,60140.038701,0,0,61159614,205192250,266351864,34112.57
512,8,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,None,0.027309,41219066,0.000868,6250,9589,7200294,32804.560000,0,0,9599324,24382659,33981983,29544.43
512,4,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.027508,41191110,0.001407,10146,9715,7208829,35391.090085,0,0,7691734,24815499,32507233,27295.80
2,8,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,LocalBP,1.684601,329758010,0.174670,21091026,27296854,120747910,43803.983860,0,0,305177611,1153629381,1458806992,29824.23
128,4,OFF,4,HBM2_2000_4H_1x128,None,128,insert,BiModeBP,0.616141,497255814,0.000169,22991,22801,136166438,57859.010047,0,0,3355494,12568104,15923598,33373.16
8,2,ON,4,HBM2_2000_4H_1x128,None,32,mm,LocalBP,0.054472,41657523,0.307042,2220915,2221078,7233252,13141.243587,0,0,3380244,4542826,7923070,23861.05
1,4,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,None,0.864303,325054482,0.223843,26344406,65063712,117691580,14124.051971,0,0,50529068,57910401,108439469,29606.68
16,1,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.688219,497589332,0.009634,1312232,3347326,136212409,56466.134037,0,0,303827726,315892486,619720212,23110.67
8,4,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.081233,68196307,0.035600,626496,1299055,17598160,18080.666916,0,0,123004707,97880626,220885333,25582.52
8,1,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,None,0.068419,41252341,0.371568,2685108,7641815,7226432,16304.068961,0,0,3751009,12543897,16294906,29244.46
1,2,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,None,0.716999,497831264,0.063413,8638780,8640134,136229907,13033.919604,0,0,201685,421892,623577,24193.22
64,2,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.102331,41503595,0.149369,1082784,2691268,7249066,67653.805838,0,0,17212250,1707546056,1724758306,35472.03
128,2,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,TournamentBP,0.028900,42186695,0.001670,9460,19564,5663545,60241.807611,0,0,39028791,191520992,230549783,34034.64
64,2,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,LocalBP,0.162017,41873514,0.289959,2114018,6481361,7290758,62826.141972,0,0,9976428,1291220749,1301197178,23027.02
1,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,TournamentBP,0.835527,497954931,0.032290,4400847,4470722,136293377,50885.856973,0,0,329183304,346185967,675369271,20003.05
4,8,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,None,0.157454,69049596,0.064968,1153727,2402312,17758461,55683.717639,0,0,225697949,567607680,793305629,27084.85
1,8,ON,1,HBM2_2000_4H_1x128,None,128,quick,None,0.029101,42229855,0.029554,167516,165205,5668222,14719.626782,0,0,12927006,35715307,48642313,30003.53
256,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.612890,497665482,0.000121,16466,30464,136174502,17820.174906,0,0,147341,269882,417223,25294.14
4,8,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,None,0.031765,42477606,0.010146,57586,126588,5675879,51182.639860,0,0,94220655,322971945,417192600,29150.45
256,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,BiModeBP,0.767363,335511262,0.007939,968468,1041331,121990470,34583.342454,0,0,79938261,325354056,405292317,29251.12
128,1,OFF,1,HBM2_2000_4H_1x128,None,128,mm,TournamentBP,0.123379,41385629,0.218022,1583517,1583301,7263122,59947.760902,0,0,197919614,1674417011,1872336625,30676.96
512,1,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,BiModeBP,0.615148,497231428,0.000054,7337,14499,136164360,61388.373995,0,0,1265543,10874839,12140382,33488.20
16,16,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,BiModeBP,0.162366,41875175,0.299050,2177945,6408677,7282891,61271.269477,0,0,10832016,1275144653,1285976669,22179.81
128,8,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.031088,42676891,0.006502,37102,36836,5706072,44570.467899,0,0,24760761,80284618,105045378,27085.24
8,1,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,TournamentBP,0.652462,323696150,0.069310,8116331,19076251,117102020,16488.076263,0,0,74780638,126637164,201417802,28731.72
4,16,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,LocalBP,0.700407,323458607,0.104175,12187493,28899756,116990544,15316.771054,0,0,69759252,111868736,181627989,28749.04
4,4,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.106186,68907296,0.118929,2110635,2112699,17747049,16915.923170,0,0,95800643,39932881,135733524,26122.69
16,8,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,TournamentBP,0.583461,324478255,0.024566,2888396,5781580,117576194,21189.795478,0,0,73182464,63035178,136217642,29795.11
32,8,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,BiModeBP,0.167334,41861797,0.303767,2217255,7110883,7299191,62302.703794,0,0,10158726,1370743285,1380902011,22407.13
32,2,ON,2,HBM2_2000_4H_1x128,None,32,mm,LocalBP,0.054464,41687464,0.303188,2194153,2194080,7236940,13211.488670,0,0,4552265,7053426,11605692,23939.45
512,1,ON,8,HBM2_2000_4H_1x128,None,128,pen,None,0.075491,67859774,0.010700,188098,186054,17579650,35316.616870,0,0,133058720,119526492,252585212,28453.95
1,4,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,LocalBP,0.937188,324853854,0.260986,30751231,85734204,117827302,14789.403585,0,0,48715467,66406927,115122394,38693.08
128,8,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,None,0.765618,338887043,0.003894,480780,752955,123473229,67607.847664,0,0,93300190,563146284,656446474,34168.24
256,16,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,BiModeBP,0.109339,68884156,0.020221,358465,701804,17727603,49604.421631,0,0,173011061,318006245,491017306,25645.73
1,8,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,LocalBP,0.664994,497774336,0.030024,4089588,12760469,136211695,13763.658833,0,0,141475,220826,362301,25675.30
1,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,LocalBP,2.624255,349518461,0.283181,36683463,75333367,129540624,46866.664401,0,0,207810654,991053990,1198864644,25860.70
32,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,LocalBP,0.704280,497556012,0.013802,1880116,1911149,136216324,48299.450672,0,0,170878530,177882075,348760605,20598.51
64,16,OFF,2,HBM2_2000_4H_1x128,None,128,pen,BiModeBP,0.102449,67924496,0.016723,294008,292908,17581329,63176.280918,0,0,244736740,609835387,854572128,31826.27
8,2,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,BiModeBP,0.027745,42619589,0.010937,62372,141275,5702634,13292.110242,0,0,4167107,9278820,13445928,24758.11
16,16,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,LocalBP,0.031580,42700972,0.007911,45138,75734,5705758,46025.466348,0,0,45642684,126410109,172052792,27813.63
64,8,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,MultiperspectivePerceptron64KB,0.774158,334089901,0.006704,815826,1663256,121684637,61636.217772,0,0,114079805,693664925,807744730,34206.07
8,1,ON,1,HBM2_2000_4H_1x128,None,128,quick,None,0.028963,42204542,0.028778,163293,149260,5674306,14069.785600,0,0,12113810,35983451,48097261,30342.55
64,8,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,LocalBP,0.856209,323708696,0.014059,1660190,2510195,118083970,48469.836886,0,0,77508858,261054391,338563249,27378.33
256,16,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,None,0.107492,68865730,0.019397,344029,711017,17736336,44439.279828,0,0,176523920,309664454,486188374,25742.50
256,16,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,LocalBP,0.585159,324205360,0.014098,1655982,1633657,117458099,36823.985104,0,0,73872843,51142868,125015710,29885.63
32,8,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.099354,67899493,0.013066,229858,542895,17591479,65430.502745,0,0,290220544,951339921,1241560465,33009.12
4,4,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,BiModeBP,0.164155,68127436,0.077207,1360784,1533581,17625110,57498.807673,0,0,471373166,1351986487,1823359653,33510.80
8,4,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.030636,42301490,0.005701,32323,50967,5669580,64813.646629,0,0,96155333,314599117,410754451,36890.89
64,8,ON,2,HBM2_2000_4H_1x128,None,128,quick,BiModeBP,0.027010,42187968,0.002726,15453,15340,5668008,23838.251472,0,0,8392770,23860867,32253636,29773.09
2,2,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,BiModeBP,0.355330,68589776,0.256548,4556570,11418439,17761076,58733.656457,0,0,499649380,4189427401,4689076781,28715.10
1,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,LocalBP,0.303998,68843249,0.239019,4240077,5338949,17739519,51035.548647,0,0,310762749,1166748130,1477510879,28799.13
32,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,TournamentBP,0.646425,497347138,0.003661,498526,1166836,136187778,63657.909517,0,0,222715914,238726086,461442000,29240.80
16,4,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,None,0.027252,42338765,0.004971,28238,61985,5680369,15657.695304,0,0,7672506,21195093,28867599,25921.79
1,4,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,mm,BiModeBP,0.192523,42143920,0.345028,2521591,7600619,7308366,64745.682587,0,0,19903640,1273585341,1293488981,26302.19
8,2,OFF,2,HBM2_2000_4H_1x128,None,128,snap,BiModeBP,1.069841,322573472,0.052870,6228167,6238674,117802194,56703.204972,0,0,321897143,1040106579,1362003722,34567.22
128,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.029069,42210389,0.001925,10913,14145,5668198,66410.931916,0,0,34195909,168250336,202446245,34105.27
32,8,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,None,0.128568,68910354,0.037660,668103,1398450,17740602,54196.537809,0,0,190818719,443861771,634680490,26368.49
2,4,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.027914,42346919,0.018132,102955,237252,5678215,12965.130387,0,0,4101779,7458406,11560185,26144.02
16,4,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,None,0.672973,497391809,0.006908,940863,1651885,136190835,62425.254261,0,0,301368290,321560962,622929252,26986.49
64,16,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,LocalBP,0.598953,325584558,0.015285,1804610,2803124,118063302,43674.143997,0,0,74880264,103185870,178066134,26945.63
2,16,ON,8,HBM2_2000_4H_1x128,None,64,snap,None,0.754063,324065387,0.154394,18103849,18121547,117257564,14176.491281,0,0,57283178,33163990,90447167,32868.83
32,4,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,LocalBP,0.081986,68200234,0.038584,679062,779332,17599442,18082.127258,0,0,121455694,40593998,162049692,28676.08
16,4,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,BiModeBP,0.161476,41566329,0.297766,2165957,6338713,7274027,61450.383364,0,0,13238254,2529230538,2542468792,22370.46
4,2,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,None,0.166653,41971564,0.309116,2252901,6564297,7288208,61042.623489,0,0,17518901,1272508017,1290026919,22299.39
1,4,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,LocalBP,0.190088,41920321,0.347996,2537841,7818276,7292721,63654.275227,0,0,37494370,2646391235,2683885606,25076.98
1,8,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,TournamentBP,2.199759,338307980,0.244829,30533055,35397011,124711674,46144.913472,0,0,501396194,2235896235,2737292429,33151.24
8,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.165634,41513176,0.288447,2099097,2178601,7277227,65404.348394,0,0,21372286,1708175134,1729547420,32086.19
8,1,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,None,0.681186,325416219,0.083978,9907909,9915933,117982646,16929.871530,0,0,63574623,38395104,101969727,30559.20
4,16,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.027253,42196732,0.009091,51513,58749,5666211,14119.280570,0,0,5100586,13986689,19087274,30478.34
512,16,OFF,8,HBM2_2000_4H_1x128,None,128,mm,None,0.029402,41199218,0.001229,8850,8409,7198199,59824.180791,0,0,24017949,149125038,173142987,32261.53
8,8,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,None,0.030508,42294541,0.005418,30697,49111,5665877,64992.800599,0,0,93990945,307719438,401710383,36771.94
2,16,OFF,2,HBM2_2000_4H_1x128,None,128,pen,None,0.194888,68215289,0.105129,1855096,1856257,17645903,58403.414432,0,0,447604058,1351962882,1799566940,33222.59
512,2,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,LocalBP,0.027091,42590382,0.002006,11443,20344,5704075,20384.252381,0,0,3531847,6391579,9923426,24878.05
8,16,OFF,2,HBM2_2000_4H_1x128,None,32,insert,BiModeBP,1.027567,498347750,0.057529,7847945,7848075,136418041,53234.920161,0,0,242673513,246595984,489269497,22039.15
4,8,OFF,2,HBM2_2000_4H_1x128,None,128,quick,TournamentBP,0.031647,42320800,0.009248,52383,52513,5664543,58676.593551,0,0,114864328,311071846,425936174,34707.67
2,8,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,MultiperspectivePerceptron64KB,1.835711,332932676,0.170786,20897974,50402001,122363485,50854.083103,0,0,501658167,3713042518,4214700684,30186.69
16,16,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,BiModeBP,0.027187,42333697,0.004715,26750,58823,5673591,15767.831776,0,0,7662390,21066275,28728665,25838.34
2,16,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,None,0.048094,41388861,0.239031,1724807,6631987,7215826,12948.398864,0,0,5285657,13706513,18992171,25343.34
64,2,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,None,0.029154,42229404,0.002259,12793,26944,5663905,61449.230048,0,0,51912779,222827282,274740061,34376.75
1,8,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,BiModeBP,0.179926,41741058,0.320136,2333715,2472470,7289760,64870.080537,0,0,57253019,1782278381,1839531400,32443.84
256,4,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.030125,42629448,0.003217,18337,30411,5699488,48908.109287,0,0,19732189,82967131,102699320,27307.72
512,16,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,TournamentBP,0.523845,321525597,0.002973,345986,359251,116369935,70015.198592,0,0,84025863,101534804,185560667,36680.49
128,4,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,TournamentBP,0.045451,41376156,0.192091,1384976,5058694,7210004,13903.601579,0,0,8100771,23499699,31600471,26299.01
2,1,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.715810,497820818,0.062749,8548680,8925141,136236993,13017.736305,0,0,115830,262818,378648,24664.89
16,4,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,BiModeBP,0.027777,42642742,0.011757,67090,67058,5706380,13888.940230,0,0,3528668,6106912,9635580,24433.42
64,1,ON,8,HBM2_2000_4H_1x128,None,32,pen,MultiperspectivePerceptron64KB,0.092159,68872516,0.069803,1238591,1237782,17744095,18377.779671,0,0,106104340,26684941,132789281,26610.23
256,2,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,BiModeBP,0.516207,320834954,0.003499,406168,637707,116065155,41509.460371,0,0,85732621,103942509,189675130,39585.94
16,8,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,None,0.585746,324738273,0.024640,2899818,5825567,117689624,21324.564679,0,0,73396876,65239178,138636054,28918.64
4,1,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,LocalBP,0.808811,498128911,0.025384,3459533,8797882,136285258,56480.122751,0,0,325272603,350921479,676194083,22243.93
512,8,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,MultiperspectivePerceptron64KB,0.570906,325396666,0.008909,1051030,1330352,117978483,62899.063298,0,0,74594563,85720071,160314634,27900.29
2,4,OFF,1,HBM2_2000_4H_1x128,None,32,quick,LocalBP,0.035628,42821340,0.023352,133200,132716,5703892,44728.960210,0,0,75321515,155963346,231284861,27449.35
32,16,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,BiModeBP,0.057174,41231552,0.297257,2143800,6202683,7211946,14974.421355,0,0,4428289,14925886,19354174,29216.72
1,1,ON,8,HBM2_2000_4H_1x128,None,128,insert,LocalBP,0.642796,497347558,0.017968,2446907,2480037,136179762,13259.251986,0,0,170455,465765,636221,28490.58
16,1,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.626929,323128386,0.067218,7854416,14741304,116849259,15424.476180,0,0,69152868,72971969,142124837,29338.15
16,16,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.079296,68193369,0.025428,447662,951879,17604896,20459.432563,0,0,125968043,105917951,231885994,25593.39
16,1,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,None,0.716587,497489913,0.012395,1688513,1789905,136220216,60859.591250,0,0,296948800,326928164,623876964,30831.69
