l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
1,1,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,insert,0.081997,75280388,0.026171,351711,680801,13438994,54785.143197,41057326305,500.719216,50598372150,617.078107
4,16,OFF,2,DDR3_1600_8x8,BOPPrefetcher,32,snap,1.478316,338446711,0.114055,12947542,12959104,113519711,53916.132305,896643843210,606.530420,921910954020,623.622236
16,1,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,snap,1.152057,334274624,0.065304,7293439,11982218,111684430,54475.345375,702845900175,610.079036,732415281690,635.745629
16,2,OFF,16,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,128,snap,1.155113,335768425,0.024904,2798892,4414763,112387140,115106.006770,0,0,,
16,1,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,quick,0.013788,35112936,0.021323,41844,58291,1962345,64548.382086,4968935673.715926,360.368841,,
512,1,OFF,4,LPDDR5_6400_1x16_BG_BL32,None,32,mm,0.034582,48000117,0.005858,42343,41582,7228556,56165.399240,0,0,,
32,1,ON,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,64,insert,0.062197,75088830,0.002448,33155,53008,13545922,26142.829136,0,0,,
128,2,OFF,2,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,128,snap,0.839111,327757072,0.004940,538020,801440,108902383,126916.600684,0,0,,
8,2,OFF,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,snap,1.478327,339072752,0.052126,5931786,10131205,113797629,108561.990099,0,0,,
1,4,ON,8,DDR4_2400_4x16,None,64,quick,0.010809,34964509,0.068613,135340,135261,1972524,13394.510123,2487609189.480839,230.135501,,
2,16,ON,1,LPDDR5_5500_1x16_8B_BL32,None,32,mm,0.058552,47878608,0.332326,2404354,2404740,7234917,13591.431628,0,0,,
128,8,OFF,16,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,64,pen,0.121976,74677329,0.014173,249094,477668,17574887,97930.060539,0,0,,
4,8,OFF,1,LPDDR5_6400_1x16_8B_BL32,None,64,snap,1.553679,339504859,0.090174,10262250,10274457,113805154,70919.249190,0,0,,
1,2,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,insert,0.082368,75275415,0.025566,343281,440677,13427305,58314.613975,47555638748.857368,577.354107,57825036594.023781,702.030784
128,8,OFF,8,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,64,pen,0.122519,74669654,0.014184,249251,478588,17573081,98688.037360,0,0,,
8,8,OFF,2,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,pen,0.228301,75513501,0.061849,1099410,2706773,17775680,107539.311995,0,0,,
8,16,ON,1,DDR4_2400_16x4,None,64,snap,0.516291,316483614,0.031828,3303125,3312195,103779612,19904.953945,466134290420.214539,902.851769,461712342195.264648,894.286933
1,4,ON,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,quick,0.011765,35035983,0.088075,174786,522560,1984503,13691.288204,0,0,,
256,1,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,mm,0.031144,47687808,0.038862,280101,775275,7207538,15196.145319,26538602031.313202,852.114594,26475038087.065224,850.073652
1,4,OFF,16,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,quick,0.033478,36252500,0.121759,249113,509723,2045948,81494.129106,0,0,,
32,4,ON,1,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,128,insert,0.061570,75037005,0.001039,14060,23324,13532652,36768.527738,0,0,,
32,4,OFF,1,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,32,mm,0.214181,48309291,0.300355,2200651,2200597,7326843,82901.774975,0,0,,
4,8,ON,16,LPDDR5_6400_1x16_8B_BL32,None,64,mm,0.054191,47761329,0.306983,2219304,2219701,7229409,13087.524287,0,0,,
128,8,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,mm,0.063692,47851569,0.070902,512518,1053674,7228560,67196.453588,44264158665,694.972719,42381253320,665.410024
128,16,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,64,snap,0.659618,321240733,0.007255,768035,983598,105866688,42445.702995,375173293935,568.773167,367887949575,557.728382
256,8,ON,8,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,mm,0.027872,47705899,0.003219,23200,26820,7207269,25880.581897,0,0,,
2,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,snap,0.658983,317822957,0.146910,15333419,37008487,104373110,14566.761790,571309162700.369385,866.955749,570999117847.944092,866.485259
128,8,OFF,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,quick,0.012920,35070000,0.005308,10424,12512,1963650,111366.797774,0,0,,
2,8,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,32,insert,0.089115,75176270,0.031179,419060,1074391,13440373,61545.936143,44470888560,499.027058,57801019980,648.610223
128,1,OFF,1,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,snap,1.393045,341059699,0.045734,5244088,10259591,114665007,91669.712159,0,0,,
8,4,OFF,4,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,64,mm,0.258011,48361862,0.285242,2093804,4662566,7340444,108390.526764,0,0,,
2,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,mm,0.153839,48298476,0.315827,2304879,6681288,7297910,54007.721013,119093430141.170441,774.144441,123452764298.808411,802.481473
8,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,64,mm,0.148899,48086581,0.303336,2207802,6424231,7278403,54515.062266,115048388446.825287,772.658167,119003010850.751450,799.217177
128,8,ON,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,128,snap,0.481729,315587606,0.003753,388818,612029,103609971,78967.100289,0,0,,
4,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,quick,0.014759,35378199,0.030592,61856,137954,2021941,54192.139809,9774662077.991861,662.289560,9934541671.655893,673.122322
2,8,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,mm,0.159946,48197943,0.320368,2333204,6863868,7282881,56340.226144,95875100297.726318,599.420992,103931970546.011887,649.793374
256,2,ON,4,DDR4_2400_8x8,None,32,mm,0.028602,47725664,0.008587,61996,61546,7219715,20512.387896,12378427167.792194,432.781708,12336099039.818594,431.301807
512,8,ON,1,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,32,pen,0.092791,74859061,0.019444,344144,610836,17699638,66229.820941,0,0,,
256,16,OFF,2,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,quick,0.015768,35403907,0.009775,19967,31208,2042647,94385.936796,0,0,,
256,8,OFF,2,LPDDR5_6400_1x16_8B_BL32,None,128,insert,0.064614,75202540,0.000679,9207,8922,13553042,95796.459216,0,0,,
64,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,mm,0.055782,47716315,0.296362,2141311,6297891,7225334,14197.851223,23826951203.679302,427.147903,23812424476.695293,426.887482
32,1,OFF,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,mm,0.387487,48667872,0.333999,2483430,7303432,7435440,142750.500517,0,0,,
1,8,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,insert,0.082511,75240058,0.028540,383392,946955,13433448,52371.450106,48358490245.447296,586.084152,37883543300.882805,459.132289
512,4,OFF,2,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,pen,0.101885,74367953,0.005205,91313,166150,17544681,105672.823147,0,0,,
64,2,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,pen,0.077663,74223650,0.018529,325045,341806,17542940,27658.405759,38317012200,493.376836,38307709920,493.257058
256,16,OFF,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,pen,0.110256,74413385,0.008385,147202,190994,17555523,117105.273706,0,0,,
8,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,pen,0.093724,74888292,0.059663,1056258,3014538,17703780,19988.250977,48128653110,513.514863,48343572795,515.807976
32,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,quick,0.009593,34856956,0.005953,11721,28469,1969055,29348.903677,2470182447.300452,257.501786,,
16,8,OFF,1,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,pen,0.152205,74764511,0.030411,535126,1119970,17596682,102348.312360,0,0,,
1,2,OFF,8,DDR4_2400_8x8,None,128,pen,0.387447,75235455,0.311625,5525358,5526402,17730809,54166.428764,227716868991.124908,587.737371,235414444894.658783,607.604819
1,8,ON,8,DDR4_2400_4x16,TaggedPrefetcher,64,mm,0.059536,47815120,0.351302,2540157,7418533,7230687,13628.596382,13214636538.196081,221.961245,,
64,2,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,pen,0.080937,74426181,0.032353,568381,627598,17568159,19513.956307,20613264651.364338,254.682505,,
4,1,ON,2,DDR4_2400_16x4,None,128,mm,0.066174,47822615,0.386523,2796917,2797280,7236097,14839.660598,56163307403.314804,848.724691,56132365521.020317,848.257106
2,16,ON,4,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,mm,0.054992,47762319,0.310887,2243159,2347762,7215345,13321.862160,0,0,,
32,4,OFF,2,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,mm,0.217280,48341818,0.300076,2201501,2201439,7336480,84006.804903,0,0,,
256,1,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,pen,0.121855,75031013,0.027215,481995,998213,17710884,54651.556551,47696278015.002655,391.419282,,
2,16,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,mm,0.054934,47802470,0.310695,2243864,2360237,7222069,13272.614561,25852068135,470.601267,25883093100,471.166034
256,1,OFF,2,LPDDR5_6400_1x16_8B_BL32,None,128,insert,0.064846,75234032,0.000928,12570,12348,13549290,90468.933970,0,0,,
1,2,ON,8,DDR3_2133_8x8,None,128,pen,0.150110,74430851,0.312558,5503493,5504543,17607917,15643.838740,82023058932.864777,546.420093,82020406028.736862,546.402420
4,1,ON,4,DDR3_1600_8x8,None,128,snap,0.633984,317326527,0.127478,13301068,13307431,104340315,15261.442728,304879206465,480.894068,304780523460,480.738413
64,4,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,32,insert,0.065585,75302266,0.002055,27863,50099,13557161,55226.554929,15945060748.135748,243.122318,,
512,8,ON,1,DDR3_2133_8x8,TaggedPrefetcher,32,insert,0.061699,75070371,0.000587,7952,13986,13553071,30106.576836,32916319600.084972,533.495611,32952985401.004982,534.089876
32,4,OFF,4,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,snap,1.137081,340784689,0.020248,2319362,3871059,114546196,103500.691999,0,0,,
16,1,OFF,4,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,quick,0.018479,35548003,0.035596,72776,72606,2044493,65565.330603,0,0,,
1,4,ON,8,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,quick,0.010789,34971259,0.065226,127862,198839,1960294,13977.076848,0,0,,
16,4,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,quick,0.012774,35066677,0.010423,20586,35424,1975051,78020.159332,4497036591.549541,352.053381,,
256,4,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,pen,0.091275,74307681,0.005696,99877,200253,17534647,71076.418995,93187503950.453293,1020.948185,93567451598.578491,1025.110833
4,2,OFF,4,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,64,pen,0.259025,75223770,0.092685,1637322,3761437,17665432,95710.682749,0,0,,
1,8,OFF,1,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,128,insert,0.098487,75831751,0.024025,323098,665780,13448588,106435.131137,0,0,,
64,16,ON,4,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,64,insert,0.061358,75027647,0.001031,13971,26546,13550737,23598.776036,0,0,,
2,8,OFF,1,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,32,pen,0.292621,75698781,0.132704,2363735,2365586,17812146,77415.753670,0,0,,
64,16,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,insert,0.060948,75043407,0.000695,9406,16653,13536095,19355.411440,28454577855,466.866834,28463848320,467.018939
4,2,ON,1,LPDDR5_5500_1x16_BG_BL32,None,64,mm,0.055364,47780652,0.305921,2210324,2210697,7225143,13405.747302,0,0,,
8,4,ON,4,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,128,insert,0.062025,75032674,0.005779,78201,150226,13532733,15713.232567,0,0,,
2,16,ON,16,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,insert,0.063922,75098111,0.017797,240994,294613,13540993,13794.279111,0,0,,
512,16,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,snap,0.464613,315814710,0.004428,458257,612377,103502371,45625.584552,407780744986.702942,877.678509,407128058785.656494,876.273713
1,1,OFF,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,32,quick,0.032068,36244726,0.116325,239775,328681,2061252,74569.707009,0,0,,
16,1,ON,4,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.058227,47784660,0.326370,2363875,6900302,7242927,13993.095447,0,0,,
512,16,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,quick,0.012178,35017168,0.003344,6653,10710,1989737,50489.628739,6511858110,534.721053,6648778515,545.964268
1,8,ON,4,DDR3_1600_8x8,None,32,snap,0.846737,319895858,0.286795,30232137,30166921,105413747,14014.956187,405437138880,478.822798,405567436050,478.976679
16,2,OFF,8,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,mm,0.188630,48249953,0.256557,1874397,4057200,7305962,84064.456196,0,0,,
64,1,ON,8,LPDDR5_5500_1x16_BG_BL16,None,64,snap,0.514710,315967589,0.038040,3939903,3938883,103571743,18499.121298,0,0,,
64,2,OFF,2,DDR3_1600_8x8,None,128,insert,0.064067,75220593,0.001205,16316,16217,13540386,71652.488355,30946147080,483.028383,31036460565,484.438057
128,16,ON,2,DDR3_1600_8x8,AMPMPrefetcher,32,insert,0.061788,75067079,0.001437,19471,40763,13552919,23097.786452,28951286460,468.561487,29018428470,469.648146
128,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,64,mm,0.094802,47895900,0.162850,1179544,1195579,7243140,55950.018821,52597632018.204155,554.815116,56136934846.557137,592.148711
512,8,OFF,2,DDR3_1600_8x8,None,64,snap,0.614017,318994499,0.005392,565392,556548,104864172,27939.505688,340325613405,554.260583,336207972990,547.554518
256,16,OFF,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,quick,0.013021,35037417,0.005790,11420,18650,1972477,85021.584939,0,0,,
1,4,OFF,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,mm,0.235798,48753248,0.344705,2531736,2532209,7344641,80504.949371,0,0,,
256,2,ON,8,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,snap,0.531453,320633664,0.011210,1185808,1627345,105781596,74886.820210,0,0,,
2,16,ON,4,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,insert,0.071329,75145190,0.061094,827632,939644,13546936,13183.642004,0,0,,
32,4,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,insert,0.061032,75012628,0.001060,14354,24050,13545750,16781.768148,25748806777.828976,421.887606,25740346131.441776,421.748980
32,16,OFF,2,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,snap,1.131195,340281809,0.018077,2066399,3133761,114310777,100118.646254,0,0,,
16,16,OFF,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,64,insert,0.067769,75341551,0.002859,38714,68403,13541501,93595.185204,0,0,,
256,8,ON,8,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,pen,0.075067,74214572,0.005674,99546,193944,17543707,59252.606835,0,0,,
512,2,ON,4,LPDDR5_5500_1x16_8B_BL32,None,64,pen,0.078969,74459998,0.016984,298366,295816,17567615,28309.336520,0,0,,
256,4,ON,16,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,snap,0.464037,315101975,0.003446,356270,597770,103399627,69204.388526,0,0,,
128,16,OFF,1,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,pen,0.123288,74672256,0.014893,261727,475560,17574257,97016.859170,0,0,,
1,1,ON,4,DDR4_2400_8x8,BOPPrefetcher,64,pen,0.144544,74732615,0.298683,5257395,6590019,17601951,14995.983752,64079369271.477821,443.321180,64081503617.397659,443.335947
32,2,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,32,mm,0.161934,48116764,0.308776,2254405,6708306,7301112,58666.506684,76741594046.146667,473.907003,,
2,8,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,pen,0.184695,74922157,0.088615,1561458,3773344,17620655,60213.370132,81533486515.149612,441.448593,,
512,2,OFF,2,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,pen,0.104870,74411643,0.005397,94724,172549,17552457,108556.537942,0,0,,
2,1,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,pen,0.137953,75073159,0.265856,4714890,16537789,17734750,15028.286980,76442589520.239487,554.120185,76363964199.087402,553.550242
512,4,ON,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,128,snap,0.466877,314910430,0.002593,267907,374038,103310595,77419.990892,0,0,,
256,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,pen,0.091663,74299086,0.005820,102127,201499,17547378,59856.717616,54500146140,594.571078,53048253885,578.731613
1,1,OFF,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,snap,5.061297,364798041,0.320265,39824024,93962082,124347119,102722.887407,0,0,,
512,8,ON,16,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,pen,0.079220,74471945,0.010574,185883,309985,17578604,46686.983210,0,0,,
2,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,mm,0.190987,48436277,0.326690,2384201,6881560,7298043,68030.589703,152860401330,800.368844,160955271405,842.753148
256,1,OFF,16,LPDDR5_5500_1x16_BG_BL16,None,32,pen,0.161389,75154187,0.045802,811643,809221,17720601,67519.918856,0,0,,
8,16,ON,1,DDR3_1600_8x8,AMPMPrefetcher,128,mm,0.056627,47726524,0.311561,2250456,8274941,7223153,13912.196462,26892289485,474.906003,26796584880,473.215902
32,2,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,snap,0.473126,314617008,0.014975,1544983,2415207,103172458,22162.974285,416223915750.946167,879.730802,415957205733.638062,879.167084
32,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,pen,0.128950,75042057,0.038680,684718,1462607,17702304,52519.913307,74352799750.890854,576.600789,75706819516.255219,587.101118
4,1,ON,16,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.062256,47863646,0.377769,2738654,9845139,7249554,13722.825154,0,0,,
8,2,ON,16,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,quick,0.009489,34861390,0.017194,33754,51241,1963170,15350.062215,0,0,,
16,2,ON,16,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,insert,0.062109,75137843,0.005710,77402,77421,13554454,14060.321439,0,0,,
8,2,ON,4,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,mm,0.057470,47727864,0.316961,2289754,8299964,7224091,14139.158835,0,0,,
4,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,snap,1.204059,330074282,0.087673,9633730,19341571,109882070,56242.351353,1318573895885.399170,1095.107737,1366975979944.354736,1135.306846
8,4,ON,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,snap,0.535994,317876789,0.044421,4638617,10234731,104422926,19176.218472,0,0,,
4,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,mm,0.129735,48168212,0.270063,1967470,5165588,7285226,50948.757541,75327201566.198532,580.622553,84342572508.784882,650.113090
512,2,OFF,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,insert,0.064506,75195217,0.000339,4595,7278,13553062,122164.309032,0,0,,
16,4,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,snap,0.765739,323539614,0.021193,2264535,3471266,106854117,56867.904007,529045708918.780029,690.895335,520696699619.875244,679.992134
512,4,OFF,8,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,pen,0.103166,74402040,0.004914,86221,157648,17545118,127338.194871,0,0,,
512,1,ON,8,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,128,mm,0.027650,47669051,0.001516,10921,17186,7205389,40283.765223,0,0,,
128,2,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,insert,0.064971,75236059,0.001835,24847,44084,13543866,49193.001167,31468228110,484.342260,31512180300,485.018749
16,16,ON,2,DDR3_1600_8x8,None,32,pen,0.096859,74877692,0.089117,1577654,1577550,17703216,17443.444190,47719031400,492.666974,47754553590,493.033717
2,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,insert,0.081509,75204796,0.022437,301264,483714,13427388,63205.079266,42027225240,515.617509,51367163250,630.205983
128,16,ON,1,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,64,quick,0.010054,34899086,0.006082,12041,22203,1979730,41370.899427,0,0,,
32,8,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,64,insert,0.064567,75193377,0.001544,20931,36585,13554742,59811.786346,15508471925.880268,240.192132,,
128,4,OFF,2,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,insert,0.064992,75226913,0.000828,11218,13267,13553091,108267.204493,0,0,,
1,16,ON,4,DDR4_2400_4x16,None,32,insert,0.072295,75192713,0.067280,912102,912417,13556873,13168.835832,15896001546.668840,219.876203,,
4,4,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,64,insert,0.075908,74988156,0.016616,223136,470974,13429196,59642.953177,37363724565,492.226826,45605098530,600.798052
16,2,OFF,2,DDR4_2400_4x16,None,32,mm,0.154290,48172496,0.303268,2211010,2211045,7290605,56370.687152,58177330725.941780,377.065302,,
32,16,ON,4,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,pen,0.094856,74882891,0.073708,1304928,1304330,17704002,19114.106679,0,0,,
16,1,ON,4,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,mm,0.068163,47741926,0.390153,2820955,8894699,7230384,15439.913965,0,0,,
8,8,OFF,8,DDR3_2133_8x8,None,128,mm,0.153919,48074629,0.297467,2165532,2165773,7279911,57981.185455,109853252255.711258,713.707642,112683108065.135818,732.092985
256,2,OFF,1,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,pen,0.145180,75144914,0.025238,446985,774140,17710574,100681.480363,0,0,,
64,2,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,quick,0.013385,35080180,0.014667,29306,48778,1998128,50275.916195,13088828381.596689,977.868049,13055376039.887875,975.368821
512,1,ON,16,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,64,pen,0.080328,74449205,0.013837,243196,425307,17576385,40305.969259,0,0,,
4,16,OFF,8,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.227779,75508194,0.067176,1193707,2390666,17769729,102860.477906,0,0,,
512,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,snap,0.502027,318825190,0.008864,930690,1136655,104994171,70964.554254,247468955640,492.939106,247949149020,493.895615
32,1,ON,4,LPDDR5_5500_1x16_BG_BL32,None,128,quick,0.009671,34859088,0.019042,37380,36457,1963006,17288.563403,0,0,,
32,4,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,insert,0.064438,75210246,0.001545,20923,34335,13541686,59469.077092,15453373653.341873,239.817726,,
2,16,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,quick,0.016876,35541307,0.045959,92944,191652,2022342,60447.715829,9590468173.641680,568.300836,9483252593.035267,561.947580
256,1,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,32,quick,0.012794,35077835,0.010078,20056,35264,1990090,51484.069605,6523619426.032780,509.912724,6510046577.344781,508.851815
4,8,OFF,4,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,quick,0.017151,35504354,0.028158,57026,68277,2025214,80453.065268,0,0,,
1,16,ON,4,DDR4_2400_16x4,None,32,mm,0.061371,47863508,0.384048,2780842,2781319,7240875,13164.699577,52064428466.972763,848.359849,51964352553.356705,846.729170
16,16,ON,8,DDR4_2400_4x16,None,32,insert,0.062384,75080990,0.007566,102540,102520,13552202,13887.629218,13639826011.349154,218.642425,,
4,16,ON,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,snap,0.572165,316351630,0.076634,7964211,17179073,103925848,16798.784211,0,0,,
64,2,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,mm,0.055844,47733539,0.296660,2142832,6300860,7223198,14273.045904,0,0,,
512,16,OFF,16,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,128,mm,0.031063,47854609,0.000982,7077,10855,7206501,97039.211530,0,0,,
16,8,OFF,1,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,32,quick,0.017797,35499773,0.018768,38382,63614,2045117,101934.057631,0,0,,
512,16,OFF,2,DDR4_2400_8x8,None,32,snap,0.671310,322121110,0.010011,1064949,1051894,106378199,25262.259507,348435026471.514648,519.037115,350229086762.241577,521.709590
