l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements
64,4,ON,4,DDR3_1600_8x8,None,128,0.058180,158227580,0.307647,2137894,2137246
64,16,ON,2,DDR3_2133_8x8,None,128,0.058126,158229811,0.307847,2137616,2136795
256,16,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031674,158731546,0.002432,16888,30273
256,4,ON,1,DDR4_2400_8x8,None,32,0.036284,158183471,0.054696,379559,378844
32,8,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.057659,158152714,0.315075,2188000,2187347
512,1,OFF,1,DDR3_1600_8x8,None,64,0.048455,158772840,0.043997,305478,304771
32,4,ON,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.059374,158234212,0.328029,2277155,10858215
512,16,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.031737,158740641,0.001358,9429,15704
512,4,OFF,4,DDR4_2400_4x16,None,32,0.032739,158822198,0.004428,30719,29951
512,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,0.032862,158215775,0.002502,17373,18994
512,16,ON,2,DDR4_2400_4x16,None,64,0.032650,158273732,0.002173,15080,14388
64,16,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.149531,158781948,0.307820,2141405,6299445
64,1,ON,1,DDR4_2400_4x16,None,64,0.056274,158225304,0.283604,1969943,1969351
512,1,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.055472,158754771,0.060750,421897,1226954
256,16,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.031722,158750928,0.001627,11290,16765
512,1,ON,2,DDR4_2400_16x4,None,128,0.034476,158227960,0.022661,157321,156510
512,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.032761,158230663,0.001348,9365,12505
32,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.147107,158791619,0.313448,2180439,6406569
64,4,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.156389,158751855,0.309851,2154555,6630112
256,16,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031801,158744338,0.001618,11231,16471
128,4,OFF,16,DDR3_1600_8x8,BOPPrefetcher,64,0.076275,158744775,0.111682,775123,792794
128,16,OFF,4,DDR4_2400_8x8,None,32,0.106285,158827612,0.189156,1314958,1314227
128,4,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.063613,158748306,0.076951,534361,1192665
32,2,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.112563,158760017,0.254265,1766891,4545742
128,4,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.092482,158779759,0.134340,933765,2185575
32,4,OFF,4,DDR3_1600_8x8,None,64,0.151266,158769395,0.310102,2157336,2156670
32,1,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.179665,158736779,0.331078,2302410,6699468
512,4,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.032819,158186558,0.001525,10583,18001
512,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.040822,158762554,0.024769,171897,464881
32,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.172906,158771251,0.308246,2144800,6201457
256,2,OFF,16,DDR4_2400_4x16,BOPPrefetcher,64,0.045578,158792816,0.035015,243051,252182
32,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.046145,158204581,0.146197,1015453,3848696
256,16,ON,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.032346,158192538,0.002407,16715,29495
64,16,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.058189,158205392,0.314185,2182939,2182288
128,8,OFF,2,DDR3_1600_8x8,BOPPrefetcher,128,0.081933,158748521,0.113777,790411,817241
64,8,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.152704,158777273,0.309741,2153800,6451265
32,8,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.151639,158737062,0.309599,2152966,2215195
128,4,ON,2,DDR4_2400_16x4,AMPMPrefetcher,32,0.044990,158186701,0.150805,1047165,2028301
128,2,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.045990,158215369,0.141087,980013,2532885
256,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.032740,158196876,0.003956,27472,62460
128,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.110110,158768751,0.177963,1236957,1275594
64,4,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,0.057767,158229888,0.314251,2183755,2183094
32,1,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.060950,158182681,0.329828,2290977,2385389
256,16,OFF,16,DDR4_2400_4x16,None,32,0.034844,158807715,0.007654,53118,52370
32,8,ON,2,DDR4_2400_4x16,BOPPrefetcher,64,0.058077,158224234,0.309826,2151862,2210018
32,8,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.126868,158767976,0.229851,1597378,4191881
64,8,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.057422,158239835,0.296997,2063210,2138411
128,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.076842,158759349,0.109584,760738,1846351
512,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,0.031645,158764589,0.002503,17378,16784
64,1,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.115064,158743146,0.200072,1390218,3507088
256,2,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.033608,158164715,0.018150,125988,404136
32,16,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.059169,158250432,0.325093,2257969,10788010
64,1,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.055962,158214829,0.279088,1937511,8291580
32,16,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.057937,158216502,0.309871,2151057,2214660
64,16,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.044584,158163036,0.145409,1010061,4160442
64,1,OFF,1,DDR4_2400_16x4,BOPPrefetcher,32,0.134838,158749367,0.266418,1851937,1851218
128,16,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,0.059102,158784271,0.060191,418037,424192
512,8,OFF,8,DDR4_2400_8x8,None,32,0.032458,158791109,0.003958,27452,26688
64,2,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.169803,158761150,0.311019,2163683,6275448
128,2,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.044571,158187151,0.142984,992745,2896824
512,8,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.032591,158809645,0.004110,28506,27734
512,4,OFF,16,DDR3_2133_8x8,BOPPrefetcher,64,0.031645,158764589,0.002503,17378,16784
512,8,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.031847,158736709,0.001110,7701,10097
128,4,ON,8,DDR4_2400_8x8,BOPPrefetcher,64,0.045832,158261865,0.161064,1118411,1135215
128,4,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.077851,158738881,0.115887,804116,2266123
128,1,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.097864,158754215,0.169504,1177568,3444178
256,16,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032832,158244119,0.001432,9938,16742
128,8,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.113692,158806190,0.185743,1292105,3689774
128,4,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.078646,158767089,0.118649,824750,2442047
128,2,ON,16,DDR4_2400_8x8,None,128,0.043605,158260217,0.131656,914920,914308
64,4,ON,2,DDR4_2400_8x8,None,64,0.058086,158261532,0.309974,2152619,2152029
32,1,ON,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.062684,158162033,0.329238,2286413,6698918
32,2,OFF,2,DDR4_2400_8x8,None,32,0.151495,158778776,0.315379,2193175,2192455
128,1,ON,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.044000,158209891,0.135402,940650,2758909
32,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045186,158176999,0.145817,1012299,4068713
256,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.033783,158776309,0.007321,50840,50878
512,2,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.032801,158773938,0.002781,19310,25758
256,16,OFF,4,DDR3_2133_8x8,None,128,0.031809,158755909,0.002521,17509,15375
64,1,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.047759,158201194,0.153220,1064205,3796873
512,2,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.046145,158837494,0.032672,226849,1004154
128,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.102291,158754607,0.182540,1268505,1752532
256,2,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,0.033006,158791450,0.004940,34297,32455
512,1,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.034309,158263096,0.023780,165139,1487385
256,1,OFF,2,DDR4_2400_8x8,None,128,0.083143,158826924,0.121629,845303,843301
128,2,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.041302,158194664,0.093946,652217,2507466
256,1,ON,1,DDR4_2400_16x4,TaggedPrefetcher,32,0.037908,158161050,0.066505,461698,1334066
512,1,ON,16,DDR3_2133_8x8,BOPPrefetcher,64,0.037645,158406608,0.060820,422340,433549
128,16,ON,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.047459,158255646,0.177143,1230005,3623212
64,4,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.172222,158784888,0.306800,2136092,6188468
32,4,OFF,4,DDR3_2133_8x8,BOPPrefetcher,64,0.146905,158764060,0.309808,2153181,2218447
32,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.105814,158723517,0.209418,1454388,3718013
32,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.173831,158754090,0.310222,2159046,6230362
32,1,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.060832,158197621,0.324407,2254019,6652787
256,16,ON,2,DDR3_2133_8x8,None,64,0.032666,158274869,0.004212,29241,28568
512,2,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.046314,158762575,0.034191,237358,678315
256,1,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.037093,158201142,0.050679,351833,1142627
256,8,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.032358,158777010,0.003613,25065,53646
64,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.172250,158803935,0.306577,2135113,6186886
512,4,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031685,158734192,0.001546,10725,17620
128,4,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.120042,158767864,0.194168,1350495,2124319
128,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.036685,158245081,0.052151,362019,1324174
32,2,ON,2,DDR3_2133_8x8,None,32,0.057908,158208730,0.315939,2196232,2195587
64,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.058894,158214486,0.310592,2157338,6380600
128,16,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.096809,158757718,0.169220,1174928,1705857
512,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032356,158782729,0.002220,15411,21126
64,4,ON,16,DDR4_2400_16x4,BOPPrefetcher,64,0.058029,158260944,0.307464,2134983,2178450
64,4,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.114111,158764783,0.250528,1740685,4412305
64,2,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.058808,158188214,0.301240,2093321,8431594
256,16,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.032267,158862190,0.005365,37217,57122
32,4,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,64,0.157337,158743533,0.317009,2203268,6750086
32,4,OFF,4,DDR4_2400_8x8,None,64,0.149826,158768119,0.310181,2157383,2156721
128,2,OFF,8,DDR4_2400_8x8,BOPPrefetcher,64,0.080385,158785737,0.125721,872986,890497
32,1,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,0.156919,158732295,0.326693,2272807,2272098
64,8,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.149668,158777579,0.306981,2136373,6412431
64,2,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.106293,158787516,0.208214,1446017,3618600
32,16,ON,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.059031,158239643,0.310992,2160027,6387316
32,1,ON,2,DDR4_2400_4x16,None,64,0.060911,158212395,0.331866,2304550,2303980
128,1,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,0.041155,158215321,0.102655,712421,736816
128,1,ON,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.044657,158200812,0.133523,927507,2711548
256,16,ON,4,DDR3_1600_8x8,None,128,0.032818,158221538,0.002287,15871,15150
512,1,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.035012,158231892,0.030950,214775,753110
128,2,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.037225,158202095,0.059081,410002,1345791
32,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.063455,158191878,0.313026,2176074,7763032
32,1,ON,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.069980,158179236,0.346633,2408658,10977498
256,4,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032756,158233530,0.007477,51925,111487
32,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.063375,158184116,0.314866,2186546,8101154
64,4,ON,2,DDR3_1600_8x8,None,32,0.057702,158194692,0.314340,2183504,2182838
256,8,ON,16,DDR4_2400_16x4,None,64,0.032831,158297471,0.004161,28896,28251
64,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.059766,158178248,0.308128,2140702,6296809
512,1,OFF,8,DDR4_2400_8x8,None,32,0.049189,158838676,0.045062,312605,311828
64,2,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.110732,158769413,0.196743,1366904,3508441
256,8,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.032276,158817686,0.005418,37609,56972
256,2,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.046800,158758343,0.032379,224810,627861
512,16,ON,2,DDR4_2400_16x4,BOPPrefetcher,32,0.032335,158179174,0.003978,27623,26875
64,8,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.149544,158767999,0.307743,2141942,6300120
512,16,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032806,158228959,0.000898,6234,9443
32,4,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.045588,158213940,0.140541,975977,3495572
64,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046357,158241892,0.149214,1036655,3897127
128,16,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,0.039112,158244599,0.081037,562461,579242
32,8,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.104197,158832061,0.208738,1450743,3685491
32,1,OFF,2,DDR4_2400_4x16,BOPPrefetcher,128,0.165141,158716777,0.320043,2226321,2304281
512,2,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032531,158238397,0.003124,21666,41121
32,4,OFF,4,DDR3_2133_8x8,None,32,0.147332,158745076,0.315013,2189491,2188778
512,4,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032827,158235493,0.000971,6737,10161
128,8,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.085552,158741470,0.111932,777892,2131037
512,2,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,0.032078,158748501,0.002114,14669,12935
512,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.032864,158242335,0.001398,9702,19362
32,16,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.106853,158731166,0.220081,1528003,3839656
64,2,OFF,2,DDR4_2400_8x8,None,32,0.149113,158766367,0.304831,2119972,2119252
64,8,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,0.057960,158238343,0.307010,2132125,2184314
128,4,ON,16,DDR4_2400_16x4,AMPMPrefetcher,64,0.042763,158235635,0.117249,814215,1701280
128,1,ON,1,DDR3_2133_8x8,None,32,0.050229,158198002,0.223049,1549435,1548750
512,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,128,0.036034,158223883,0.039898,277098,284656
256,4,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,0.034185,158797561,0.008482,58861,58116
256,4,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.032482,158211828,0.003311,22998,44037
256,8,OFF,1,DDR4_2400_4x16,None,32,0.034897,158791550,0.007690,53357,52604
64,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.139873,158803104,0.291734,2027477,5946512
64,16,ON,4,DDR4_2400_8x8,None,64,0.058155,158259110,0.309898,2152188,2151582
128,1,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,32,0.132430,158798462,0.248752,1729945,5499163
256,8,OFF,4,DDR4_2400_4x16,BOPPrefetcher,32,0.034897,158791550,0.007690,53357,52604
256,1,OFF,1,DDR3_1600_8x8,None,128,0.094417,158804123,0.150056,1043441,1041310
32,16,OFF,8,DDR4_2400_4x16,None,128,0.161291,158776954,0.308111,2142217,2140080
64,2,ON,8,DDR3_2133_8x8,BOPPrefetcher,32,0.058040,158189914,0.314571,2184634,2183989
64,4,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.057736,158165689,0.314393,2183917,2183246
256,2,OFF,8,DDR3_2133_8x8,None,32,0.046358,158783968,0.038801,269086,268346
64,16,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,0.058040,158270917,0.306871,2132221,2186853
128,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.107533,158779178,0.193217,1343051,3916626
256,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031844,158737289,0.001623,11265,16700
256,2,ON,2,DDR4_2400_8x8,None,128,0.037945,158259525,0.063962,444236,443401
64,8,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.046347,158206945,0.146685,1018674,3992199
32,2,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.059960,158187525,0.309807,2153146,6324100
32,4,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.104101,158722743,0.227342,1579359,3976590
256,1,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.096774,158787898,0.140073,974319,2796441
128,8,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,32,0.081148,158766030,0.123148,855357,2376070
32,1,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.046969,158150508,0.168297,1168417,4068773
256,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.037613,158188562,0.053668,372603,1214719
32,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.059703,158109068,0.328230,2279913,2279266
128,8,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.041561,158225481,0.107443,746037,1198479
128,2,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.070050,158751718,0.095695,664975,1851263
256,4,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,32,0.032928,158751048,0.004776,33136,76813
128,2,ON,16,DDR3_2133_8x8,None,64,0.043608,158245452,0.134276,932494,931880
128,8,OFF,8,DDR4_2400_8x8,BOPPrefetcher,128,0.113954,158772397,0.189873,1319957,1361334
64,4,OFF,16,DDR4_2400_8x8,None,128,0.158651,158755778,0.307675,2140553,2138370
64,1,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.139873,158803104,0.291734,2027477,5946512
512,8,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.032796,158274903,0.000986,6850,9463
256,8,OFF,16,DDR3_2133_8x8,None,128,0.031771,158798313,0.002513,17446,15315
128,4,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.063432,158748358,0.073952,513282,1444368
256,4,ON,4,DDR4_2400_16x4,BOPPrefetcher,64,0.032795,158275980,0.004991,34639,37839
512,1,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.032542,158388957,0.003828,26568,27672
64,8,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.109731,158760437,0.239985,1667037,4235709
32,1,ON,1,DDR4_2400_16x4,TaggedPrefetcher,32,0.060825,158147641,0.326055,2263876,6675742
512,1,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.034746,158196391,0.023582,163666,574486
64,16,OFF,16,DDR4_2400_4x16,None,32,0.153652,158739200,0.314207,2183741,2183009
64,4,OFF,1,DDR4_2400_4x16,None,64,0.151289,158792423,0.309697,2153280,2152605
64,4,ON,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.063447,158219927,0.311339,2162700,7343833
64,8,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,0.149932,158778298,0.296626,2064220,2139365
128,8,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.047691,158241090,0.173641,1206037,1545442
256,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.059654,158761980,0.073047,507254,1297263
256,16,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.032250,158198532,0.002351,16318,29638
32,4,OFF,8,DDR3_2133_8x8,None,64,0.147022,158744527,0.310236,2157400,2156732
256,2,ON,4,DDR4_2400_16x4,None,128,0.035394,158217838,0.033531,232722,232011
64,16,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.059885,158198452,0.314799,2186348,10132994
64,4,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.149258,158792073,0.307185,2136280,2185448
128,2,ON,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.043740,158228805,0.128468,891706,4033298
512,8,OFF,4,DDR3_1600_8x8,BOPPrefetcher,64,0.031519,158798764,0.001955,13569,16640
512,16,ON,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.032693,158242396,0.002376,16488,29360
128,1,ON,2,DDR4_2400_16x4,BOPPrefetcher,128,0.046350,158222474,0.165278,1147736,1187784
64,4,ON,8,DDR4_2400_16x4,BOPPrefetcher,128,0.057446,158256368,0.296615,2060442,2138371
512,1,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.054855,158750842,0.060265,418573,1586690
32,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.150742,158770731,0.308419,2144230,6304870
256,1,OFF,4,DDR4_2400_16x4,None,128,0.097688,158793993,0.156772,1089915,1087961
64,8,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.172205,158736732,0.311109,2165002,6379777
256,4,OFF,2,DDR4_2400_8x8,BOPPrefetcher,32,0.034897,158789993,0.009467,65694,64954
32,4,ON,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.060074,158206160,0.319333,2218369,10735119
64,1,ON,4,DDR4_2400_8x8,None,64,0.056536,158228283,0.280590,1950377,1949786
512,2,OFF,16,DDR3_2133_8x8,None,128,0.032296,158781011,0.002681,18612,16818
512,16,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.032418,158411063,0.002166,15041,14974
32,1,ON,1,DDR4_2400_4x16,None,32,0.059796,158109560,0.328845,2283995,2283322
128,4,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.043766,158202583,0.124840,866726,2512210
512,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.032593,158253314,0.002029,14092,28922
128,1,ON,1,DDR3_2133_8x8,BOPPrefetcher,32,0.050229,158198002,0.223049,1549435,1548750
256,1,ON,8,DDR4_2400_8x8,None,128,0.034826,158264599,0.025627,178067,177431
128,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,128,0.046963,158218654,0.171133,1188399,1230938
128,8,OFF,1,DDR4_2400_8x8,BOPPrefetcher,64,0.075946,158779017,0.112875,783317,800715
32,4,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.060203,158156373,0.308732,2143882,6304040
256,2,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.039690,158743831,0.019772,137316,371451
128,16,OFF,2,DDR3_1600_8x8,None,64,0.101399,158805889,0.176307,1225536,1224855
256,8,OFF,2,DDR3_2133_8x8,None,32,0.033749,158778685,0.007626,52928,52169
128,2,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,0.043363,158259631,0.128477,892412,923385
32,2,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.104982,158828036,0.217031,1506772,3857885
32,4,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.059950,158192434,0.308411,2143944,6304803
32,16,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,32,0.150278,158750990,0.312424,2172147,6389727
32,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,128,0.165141,158716777,0.320043,2226321,2304281
512,1,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.036589,158248087,0.040811,283441,812756
128,8,OFF,8,DDR3_1600_8x8,None,32,0.104048,158769243,0.185116,1286014,1285291
64,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.044406,158213861,0.134618,934974,3248322
128,1,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.062428,158741270,0.078001,541182,1408045
128,16,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.109638,158797255,0.174610,1214321,1355458
512,1,OFF,4,DDR4_2400_8x8,None,64,0.041051,158737359,0.025515,176980,176262
512,8,ON,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.032674,158183920,0.001475,10233,17419
32,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.045424,158226776,0.149138,1035964,2778159
128,4,ON,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.045733,158244936,0.155984,1084022,3156065
64,4,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.112734,158765859,0.216717,1507015,3850028
128,2,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.049846,158220215,0.187312,1300540,2403927
32,4,ON,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.059902,158194526,0.321296,2232589,10760309
128,4,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.113242,158766258,0.208063,1446525,4216305
128,2,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.038717,158224917,0.065883,457544,1680829
64,8,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.057481,158216360,0.296875,2062987,2138302
256,16,ON,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.032675,158214888,0.004096,28428,56995
128,1,OFF,4,DDR3_2133_8x8,None,128,0.112398,158773909,0.199005,1382897,1380753
256,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.040108,158726630,0.017156,119119,290742
256,16,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032844,158226002,0.001396,9690,16388
512,2,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.043431,158774690,0.032790,227568,636260
512,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.034452,158166698,0.026645,184948,184210
32,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.157084,158751237,0.297546,2068972,2142203
64,4,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.046756,158199383,0.153389,1064574,4022473
256,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.059501,158755784,0.072712,504678,1379667
