l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
256,8,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.032388
64,4,ON,8,DDR4_2400_16x4,None,128,0.058196
128,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.043423
256,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.032276
64,4,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044244
32,1,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.156944
64,2,OFF,8,DDR4_2400_8x8,None,64,0.150707
64,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.151244
32,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.050336
512,8,ON,8,DDR4_2400_8x8,BOPPrefetcher,128,0.032820
512,4,ON,4,DDR3_1600_8x8,None,32,0.032595
128,8,ON,4,DDR4_2400_16x4,None,32,0.048581
256,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.089660
64,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.044004
64,1,ON,2,DDR3_1600_8x8,None,64,0.055097
128,1,OFF,4,DDR3_2133_8x8,None,64,0.113886
128,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,64,0.076275
64,8,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.146768
256,1,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.096990
512,2,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.032105
32,4,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.150761
32,1,ON,16,DDR4_2400_16x4,AMPMPrefetcher,32,0.062979
512,16,ON,4,DDR4_2400_4x16,None,128,0.032816
64,16,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,0.057418
64,4,OFF,2,DDR3_1600_8x8,None,64,0.150433
128,1,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.101036
32,4,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.125616
512,2,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.032815
512,4,ON,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.032855
128,2,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.041576
64,8,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.104947
128,16,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.072267
32,4,OFF,16,DDR4_2400_4x16,None,128,0.161519
32,16,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.057513
32,2,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.172922
256,8,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032369
32,4,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.158224
128,4,OFF,1,DDR4_2400_16x4,None,32,0.084640
128,1,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.047130
512,16,ON,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.032741
128,8,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.047283
32,16,OFF,16,DDR3_1600_8x8,None,32,0.152805
256,16,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.032392
128,16,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.075061
32,16,ON,16,DDR4_2400_4x16,None,32,0.058135
32,2,ON,16,DDR4_2400_16x4,None,128,0.058598
512,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,128,0.032346
256,1,OFF,1,DDR4_2400_4x16,BOPPrefetcher,64,0.089660
128,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.063071
64,4,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.044642
64,8,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.152371
256,2,OFF,4,DDR4_2400_16x4,None,128,0.045142
128,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.102093
256,4,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032900
128,4,ON,8,DDR3_2133_8x8,None,64,0.042447
32,4,ON,4,DDR3_1600_8x8,None,32,0.057868
32,16,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,0.157043
128,16,ON,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.047853
512,16,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031824
512,8,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.031839
64,8,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.063059
256,16,ON,16,DDR4_2400_4x16,None,32,0.032833
32,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.047641
64,16,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.063320
64,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.149950
32,4,ON,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.062267
256,2,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.046971
32,8,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,0.057598
64,16,OFF,16,DDR4_2400_4x16,BOPPrefetcher,128,0.158843
512,16,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.031648
512,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.031664
32,8,OFF,2,DDR4_2400_8x8,None,32,0.152510
512,2,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.032777
256,1,ON,2,DDR4_2400_16x4,BOPPrefetcher,64,0.034821
512,8,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.032801
128,1,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.068708
64,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.060494
128,8,OFF,16,DDR4_2400_4x16,None,128,0.086426
128,1,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.091322
512,8,ON,16,DDR3_1600_8x8,BOPPrefetcher,64,0.032592
32,16,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.151647
128,4,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.076116
512,1,OFF,16,DDR4_2400_8x8,None,128,0.058332
256,4,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.033000
256,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.040227
128,1,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.046016
32,1,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.065202
128,2,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.109194
256,4,ON,1,DDR4_2400_4x16,None,64,0.032626
512,1,ON,8,DDR4_2400_16x4,BOPPrefetcher,128,0.037504
64,8,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.173027
256,1,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.050916
128,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.107469
32,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.151495
128,16,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,64,0.104444
128,1,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.047704
32,8,OFF,16,DDR3_2133_8x8,BOPPrefetcher,32,0.148704
64,16,OFF,4,DDR4_2400_8x8,None,64,0.150058
256,2,ON,2,DDR4_2400_8x8,BOPPrefetcher,128,0.035246
32,2,OFF,2,DDR3_1600_8x8,None,64,0.152114
256,16,ON,1,DDR4_2400_8x8,None,64,0.032494
64,1,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.153098
32,8,ON,16,DDR4_2400_4x16,None,64,0.058202
512,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032699
64,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.045040
64,4,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.101688
256,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.103699
64,4,ON,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.060232
256,1,ON,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.042664
32,4,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.146272
256,8,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032447
32,16,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.161619
128,8,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.071812
128,2,OFF,16,DDR3_2133_8x8,BOPPrefetcher,64,0.082661
64,8,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.062313
128,4,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.046159
256,16,OFF,1,DDR4_2400_16x4,BOPPrefetcher,32,0.033722
32,2,ON,2,DDR3_2133_8x8,None,64,0.058068
128,4,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.047214
256,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.032480
64,1,ON,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.059362
512,16,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.031648
32,1,OFF,1,DDR4_2400_8x8,BOPPrefetcher,32,0.156411
256,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.032814
64,2,OFF,16,DDR4_2400_8x8,None,32,0.149113
32,16,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.146807
512,1,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.037993
32,2,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.058254
512,1,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.050180
256,4,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.031831
64,2,ON,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.058800
512,2,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032725
256,1,OFF,1,DDR3_2133_8x8,None,32,0.104193
64,2,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.044713
512,2,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.046194
64,16,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.151244
512,16,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.031855
128,1,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.104617
32,16,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044449
128,16,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.047625
256,8,OFF,16,DDR4_2400_4x16,BOPPrefetcher,32,0.034897
512,2,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032701
512,16,OFF,16,DDR4_2400_16x4,None,64,0.031601
256,8,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.031882
32,8,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.171407
32,8,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,0.057657
64,4,OFF,16,DDR4_2400_8x8,None,32,0.152128
64,1,ON,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.056822
32,16,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.044255
32,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.173603
64,1,ON,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.057599
256,2,OFF,2,DDR4_2400_16x4,None,128,0.045142
64,16,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.059182
128,2,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.043479
32,4,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.174534
64,8,ON,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.060005
256,1,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.036984
256,2,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.033019
64,4,ON,16,DDR4_2400_16x4,BOPPrefetcher,32,0.058117
512,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032421
64,4,ON,4,DDR3_2133_8x8,BOPPrefetcher,128,0.057449
128,8,ON,16,DDR4_2400_8x8,TaggedPrefetcher,32,0.042583
64,1,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.135634
256,4,ON,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.032734
128,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.049110
256,2,ON,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.035261
64,8,ON,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.059194
128,2,OFF,1,DDR3_2133_8x8,None,64,0.102286
64,8,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.154760
64,16,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.044628
64,16,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.162844
128,2,OFF,4,DDR4_2400_4x16,None,64,0.079782
512,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.031843
256,2,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.033026
32,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.169364
256,8,ON,8,DDR3_2133_8x8,BOPPrefetcher,32,0.032979
128,1,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.101036
256,8,ON,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.032454
256,2,ON,4,DDR3_1600_8x8,None,128,0.033067
256,2,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.037616
256,16,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.032409
128,2,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.095940
64,8,ON,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.063260
128,2,ON,8,DDR3_2133_8x8,None,32,0.041241
256,16,ON,1,DDR4_2400_16x4,None,64,0.032540
256,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.087772
64,2,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.165379
512,8,OFF,8,DDR3_1600_8x8,None,64,0.031623
32,1,ON,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.066655
64,8,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.171601
64,2,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.103574
64,4,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.045730
32,2,OFF,4,DDR4_2400_16x4,BOPPrefetcher,32,0.152373
256,1,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.066902
512,1,ON,1,DDR3_1600_8x8,None,128,0.034392
64,16,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.098461
64,4,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.158567
32,16,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044806
256,8,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.032612
32,4,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.165164
128,1,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.057700
512,2,ON,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.032756
32,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.172922
32,16,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.117310
256,16,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032679
128,4,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.047063
256,4,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032791
512,8,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.031803
256,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.036871
256,16,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.031658
512,4,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.031788
32,16,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.155688
256,8,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.031774
64,4,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.045088
128,4,ON,2,DDR3_2133_8x8,None,32,0.047202
512,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.031738
512,16,ON,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.032838
512,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.032105
64,1,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.149526
64,4,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.147239
512,1,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.032871
128,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.115898
256,16,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032732
256,4,ON,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.033021
64,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.138793
32,8,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.151639
512,8,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031831
32,4,ON,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.059000
128,8,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.051586
32,16,ON,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.060173
128,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.105513
64,1,OFF,2,DDR3_1600_8x8,BOPPrefetcher,32,0.152154
128,2,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.084322
256,16,OFF,8,DDR3_2133_8x8,None,128,0.031809
128,16,ON,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.050508
512,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,128,0.069200
512,16,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032841
128,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.060225
512,4,OFF,16,DDR3_1600_8x8,None,128,0.031817
512,1,OFF,16,DDR4_2400_8x8,None,64,0.041051
64,4,ON,8,DDR4_2400_4x16,None,128,0.058225
128,8,OFF,1,DDR4_2400_4x16,None,64,0.104153
128,16,ON,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.038505
512,2,OFF,8,DDR4_2400_8x8,BOPPrefetcher,64,0.031984
512,8,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.031703
32,2,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.062524
128,16,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,0.059102
128,8,ON,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.042963
64,16,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.172477
32,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.164280
256,4,OFF,4,DDR3_2133_8x8,None,128,0.033911
128,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.045765
64,8,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.058102
256,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.032737
512,1,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032676
64,2,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,0.149113
512,8,ON,1,DDR3_1600_8x8,None,64,0.032561
512,16,ON,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.032758
64,4,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.060262
512,2,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031976
256,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.032315
512,1,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.033484
32,1,ON,8,DDR4_2400_8x8,BOPPrefetcher,64,0.061751
64,8,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.106198
128,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.045392
128,8,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.042092
64,8,OFF,2,DDR4_2400_4x16,None,64,0.152062
256,16,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.031589
64,4,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.156389
32,2,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.151937
128,8,ON,2,DDR3_2133_8x8,None,64,0.042016
32,1,ON,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.061854
512,2,ON,1,DDR4_2400_16x4,BOPPrefetcher,64,0.032603
256,1,ON,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.037940
64,1,ON,1,DDR3_2133_8x8,None,64,0.054704
64,2,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.061257
32,8,ON,2,DDR4_2400_8x8,None,32,0.057801
256,8,OFF,1,DDR3_1600_8x8,None,64,0.032329
256,16,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031674
512,1,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.032977
512,2,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.032699
256,2,OFF,8,DDR3_2133_8x8,None,64,0.047933
256,4,OFF,2,DDR4_2400_16x4,None,32,0.034357
256,4,OFF,1,DDR3_1600_8x8,None,32,0.035659
128,8,OFF,4,DDR3_1600_8x8,None,64,0.077186
128,1,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.113500
256,4,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.033135
512,16,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,0.032516
128,2,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.045935
128,4,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.097066
64,1,OFF,8,DDR4_2400_16x4,None,32,0.134838
256,8,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,128,0.031730
128,16,ON,8,DDR4_2400_4x16,None,128,0.047227
128,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.097637
512,8,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031831
512,16,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.031704
64,1,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.055012
512,8,ON,16,DDR4_2400_4x16,None,128,0.032881
32,4,ON,2,DDR3_1600_8x8,None,128,0.057851
256,2,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.047485
256,4,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.033090
256,4,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.033253
128,16,ON,2,DDR4_2400_4x16,None,64,0.048522
512,4,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.031813
256,2,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.032939
512,4,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.032751
256,16,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,0.032317
512,1,ON,1,DDR4_2400_16x4,None,32,0.032359
256,4,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,0.032824
32,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.147653
512,8,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.032577
256,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.032264
512,4,ON,8,DDR4_2400_16x4,None,64,0.032807
64,8,OFF,2,DDR4_2400_4x16,None,32,0.154147
512,1,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032995
32,1,OFF,4,DDR4_2400_8x8,None,64,0.152312
32,2,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.043877
32,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.126100
32,2,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.045454
128,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.049859
128,2,OFF,2,DDR4_2400_4x16,None,64,0.079782
512,16,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,64,0.031767
64,4,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.152445
64,8,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.045015
64,8,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.103531
512,1,OFF,8,DDR4_2400_4x16,None,128,0.049508
256,8,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.032733
128,8,ON,2,DDR3_1600_8x8,None,64,0.042117
64,16,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.173295
128,1,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.045741
512,4,OFF,1,DDR3_1600_8x8,None,64,0.031726
64,16,ON,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.062898
512,4,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032542
128,2,ON,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.042194
128,8,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.049859
256,4,ON,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.032823
512,1,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032694
128,16,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.094620
512,8,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,0.032458
64,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.060187
32,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,0.061225
64,4,ON,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.062156
128,16,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.040543
512,8,OFF,8,DDR4_2400_8x8,BOPPrefetcher,128,0.031794
512,16,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,32,0.031724
128,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068360
256,16,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,0.032679
64,16,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,32,0.150393
128,1,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.047741
128,4,OFF,16,DDR4_2400_4x16,None,64,0.084224
512,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.032501
128,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.048889
256,4,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.031687
32,8,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.044524
128,4,OFF,8,DDR4_2400_4x16,None,32,0.083091
128,1,OFF,2,DDR3_2133_8x8,None,64,0.113886
128,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.098305
32,4,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.150193
512,4,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.031774
128,2,OFF,1,DDR4_2400_4x16,None,64,0.079782
256,4,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.032774
64,16,OFF,2,DDR4_2400_16x4,None,128,0.159406
512,2,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032601
32,2,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.107455
64,1,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.166420
64,1,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.058035
128,1,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.047222
