l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
256,16,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.031671
512,1,OFF,16,DDR4_2400_4x16,BOPPrefetcher,64,0.040849
128,2,ON,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.046237
32,4,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.096624
64,1,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.055103
256,8,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032261
64,2,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,32,0.151098
32,1,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.052145
128,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.049290
512,4,ON,4,DDR4_2400_16x4,BOPPrefetcher,64,0.032757
256,2,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.040108
64,2,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.145431
64,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.063430
32,16,ON,1,DDR3_1600_8x8,None,64,0.058028
256,1,OFF,8,DDR3_2133_8x8,BOPPrefetcher,64,0.084521
256,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032991
64,4,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.172222
32,8,ON,2,DDR4_2400_4x16,TaggedPrefetcher,32,0.058980
256,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.065590
512,8,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031831
512,8,ON,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.032238
128,1,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.047935
32,4,ON,16,DDR3_2133_8x8,BOPPrefetcher,32,0.058080
512,8,OFF,2,DDR4_2400_16x4,None,128,0.031857
128,4,OFF,16,DDR4_2400_8x8,None,128,0.077835
32,2,ON,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.060255
128,8,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.038910
256,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.032580
512,2,ON,8,DDR4_2400_4x16,None,32,0.032769
128,16,ON,2,DDR4_2400_16x4,None,64,0.047313
32,4,ON,1,DDR3_2133_8x8,BOPPrefetcher,32,0.057688
256,4,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031990
256,1,OFF,4,DDR4_2400_8x8,None,32,0.096367
128,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.045361
512,1,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.032625
256,2,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.035249
128,16,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.103375
256,8,OFF,16,DDR4_2400_16x4,None,32,0.033762
512,16,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,0.031892
64,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.047052
32,1,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.116472
64,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.057782
64,2,ON,16,DDR4_2400_8x8,BOPPrefetcher,32,0.058138
512,4,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031856
512,16,OFF,1,DDR4_2400_16x4,None,32,0.032476
32,1,ON,4,DDR4_2400_8x8,None,32,0.059540
32,16,OFF,2,DDR4_2400_16x4,None,128,0.160258
128,2,ON,1,DDR4_2400_4x16,None,128,0.045981
256,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.033941
128,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.109839
512,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,64,0.037311
32,8,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.044953
256,16,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032394
256,4,ON,2,DDR3_1600_8x8,None,32,0.032666
32,1,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.167997
256,2,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.047485
256,1,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.116247
512,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,0.032737
256,16,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.031658
128,2,OFF,16,DDR3_1600_8x8,None,64,0.105706
128,1,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.078080
256,16,ON,1,DDR4_2400_4x16,None,32,0.032317
128,8,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.076758
128,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.038915
128,16,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.046881
64,1,ON,4,DDR4_2400_4x16,None,64,0.054374
256,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.037967
32,4,OFF,16,DDR4_2400_8x8,None,128,0.159157
64,4,OFF,2,DDR4_2400_8x8,None,64,0.149735
32,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.156944
256,1,OFF,8,DDR4_2400_4x16,None,32,0.091466
32,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,64,0.149954
32,1,ON,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.066068
32,8,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.125126
512,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032830
64,2,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.045948
512,1,ON,1,DDR3_1600_8x8,BOPPrefetcher,64,0.032758
128,2,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.062140
256,2,OFF,16,DDR4_2400_16x4,None,128,0.045142
512,1,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.041043
512,8,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.031768
64,2,OFF,4,DDR4_2400_4x16,BOPPrefetcher,128,0.159316
128,2,ON,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.046264
512,8,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032830
512,4,OFF,2,DDR3_2133_8x8,None,128,0.031819
64,4,OFF,1,DDR4_2400_16x4,None,64,0.149569
256,4,OFF,1,DDR3_2133_8x8,None,32,0.034185
64,1,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,0.055156
128,8,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.117533
128,2,ON,4,DDR3_1600_8x8,None,32,0.041706
128,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.124928
256,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.031648
32,16,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.045724
32,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.155360
128,2,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,0.041706
128,1,ON,16,DDR4_2400_4x16,None,32,0.043093
32,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.063230
512,16,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.031711
32,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.151869
64,1,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044960
256,1,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.034952
128,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.106285
32,8,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.104197
128,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.039720
256,16,ON,1,DDR3_1600_8x8,None,64,0.032591
512,2,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.043908
128,8,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.076764
512,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.032807
256,8,OFF,16,DDR3_2133_8x8,None,64,0.033189
512,1,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.051622
32,1,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,32,0.163564
128,4,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.075043
64,1,OFF,16,DDR3_1600_8x8,BOPPrefetcher,64,0.134237
512,16,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032527
128,4,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.040143
64,16,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.149531
512,8,ON,2,DDR4_2400_8x8,None,32,0.032349
64,4,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044384
256,2,ON,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.038414
512,1,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.040600
512,2,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032872
64,2,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.056131
128,16,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,0.071082
64,8,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.063340
128,16,OFF,4,DDR4_2400_8x8,None,64,0.101094
32,2,ON,1,DDR4_2400_16x4,None,64,0.058109
256,2,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.034472
32,4,OFF,16,DDR3_2133_8x8,None,128,0.154506
256,2,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.040557
128,1,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.103651
256,2,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,0.039906
512,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.033610
64,2,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.112808
128,16,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.107875
512,1,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.033567
128,1,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.117942
256,2,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,32,0.046420
128,1,ON,16,DDR3_1600_8x8,None,128,0.042300
32,2,OFF,1,DDR4_2400_8x8,None,128,0.160312
64,2,ON,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.059110
64,8,ON,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.063404
256,16,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.032850
32,1,ON,16,DDR3_2133_8x8,None,64,0.061118
256,1,ON,8,DDR3_2133_8x8,BOPPrefetcher,32,0.043462
64,8,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.103531
32,4,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.063746
128,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.045609
64,2,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.042842
512,4,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,32,0.031839
512,16,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.031855
64,1,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.172972
64,16,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.046117
64,16,OFF,2,DDR3_2133_8x8,None,128,0.155272
256,8,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.064336
256,2,OFF,2,DDR4_2400_16x4,None,32,0.046796
128,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.105523
64,4,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.059156
256,1,ON,2,DDR4_2400_4x16,None,128,0.039676
32,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.156013
128,2,ON,4,DDR4_2400_16x4,BOPPrefetcher,32,0.046324
256,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.037894
64,4,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.153688
256,16,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.031651
256,1,ON,4,DDR3_1600_8x8,None,128,0.040973
128,8,ON,4,DDR3_1600_8x8,None,32,0.041801
64,8,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.058461
128,16,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.049034
256,4,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032091
128,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.049575
256,4,OFF,8,DDR4_2400_16x4,None,64,0.033068
32,2,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.047112
128,8,ON,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.042646
512,4,ON,4,DDR3_1600_8x8,None,128,0.032813
128,4,ON,2,DDR3_1600_8x8,None,128,0.045244
512,16,OFF,2,DDR4_2400_8x8,None,32,0.032516
128,16,OFF,1,DDR4_2400_16x4,None,128,0.107708
512,16,ON,16,DDR4_2400_4x16,None,128,0.032875
256,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.059654
128,4,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.085559
32,8,OFF,8,DDR4_2400_8x8,None,32,0.152510
512,2,OFF,2,DDR4_2400_16x4,None,128,0.031999
32,1,OFF,16,DDR4_2400_16x4,BOPPrefetcher,128,0.163024
128,2,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.036591
32,4,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.061985
32,8,ON,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.062295
64,16,OFF,4,DDR4_2400_8x8,None,32,0.151726
64,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.166154
64,1,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044864
512,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,64,0.036056
256,4,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.032846
512,2,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.032805
64,2,ON,8,DDR4_2400_16x4,BOPPrefetcher,32,0.056465
64,2,OFF,16,DDR4_2400_8x8,BOPPrefetcher,128,0.150418
128,1,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.103444
32,4,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,0.058050
512,8,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.032885
64,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.062282
128,2,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.060604
128,1,ON,2,DDR4_2400_8x8,BOPPrefetcher,128,0.050888
256,1,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.037398
32,4,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.059186
128,4,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.071398
32,16,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.058030
128,16,ON,2,DDR4_2400_16x4,BOPPrefetcher,64,0.046899
256,16,ON,4,DDR3_1600_8x8,TaggedPrefetcher,32,0.032506
512,1,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.048745
256,8,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.031804
128,2,ON,2,DDR4_2400_16x4,BOPPrefetcher,32,0.044856
512,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.032210
128,8,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.108522
64,4,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,0.058183
64,8,ON,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.060169
512,4,OFF,16,DDR4_2400_4x16,None,32,0.032739
256,1,OFF,2,DDR4_2400_16x4,BOPPrefetcher,128,0.093164
256,16,ON,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.032806
256,8,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.031676
32,16,ON,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.062251
512,16,OFF,8,DDR4_2400_4x16,None,32,0.032654
128,4,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.037680
512,4,ON,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.032846
256,2,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.047485
64,4,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.104071
64,1,OFF,1,DDR4_2400_4x16,None,32,0.146373
256,8,OFF,2,DDR3_2133_8x8,None,128,0.031771
64,1,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,0.056978
128,1,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.040709
128,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.048261
32,1,ON,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.064651
512,1,ON,2,DDR4_2400_8x8,None,64,0.035856
32,4,OFF,8,DDR4_2400_16x4,None,32,0.152202
256,4,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032905
512,8,OFF,4,DDR3_2133_8x8,BOPPrefetcher,128,0.031888
32,2,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.163148
256,2,ON,4,DDR3_2133_8x8,BOPPrefetcher,64,0.032978
32,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.053278
128,16,OFF,2,DDR4_2400_16x4,BOPPrefetcher,64,0.103416
32,4,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.058201
32,1,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.060917
64,1,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044731
256,2,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.034235
64,8,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.172203
512,4,ON,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.032773
64,1,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.141442
32,2,ON,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.059053
128,4,OFF,16,DDR4_2400_16x4,None,32,0.084640
512,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031928
64,2,ON,1,DDR4_2400_16x4,TaggedPrefetcher,32,0.057394
256,2,OFF,4,DDR4_2400_8x8,None,128,0.032588
256,2,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.033131
256,1,OFF,1,DDR4_2400_8x8,BOPPrefetcher,64,0.064871
256,4,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,0.033071
256,8,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032796
256,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.032283
64,16,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.173295
128,2,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.046675
128,8,ON,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.049441
128,4,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,64,0.075245
256,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032878
512,8,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032845
128,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,128,0.041809
256,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032344
128,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.039282
512,16,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.031707
32,2,ON,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.060319
128,2,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.038706
128,16,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.049517
64,2,ON,16,DDR3_1600_8x8,None,32,0.055881
512,1,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.033487
64,2,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.058927
512,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.031711
64,4,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.097195
512,1,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.051622
32,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.147107
256,4,ON,2,DDR4_2400_8x8,BOPPrefetcher,128,0.032749
32,2,ON,4,DDR4_2400_8x8,None,64,0.058224
128,1,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.104617
64,8,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,0.152413
512,8,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.031687
256,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.032522
512,16,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032810
128,8,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.065029
512,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.035919
512,1,ON,2,DDR4_2400_4x16,None,64,0.034053
128,16,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.068756
512,2,OFF,8,DDR4_2400_16x4,None,64,0.032095
256,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,128,0.036220
64,4,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.151727
128,2,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.115733
32,16,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044221
32,4,OFF,16,DDR3_2133_8x8,None,64,0.147022
64,4,ON,16,DDR3_1600_8x8,None,128,0.058233
128,16,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.103416
128,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.062538
256,1,OFF,8,DDR4_2400_8x8,None,32,0.096367
512,8,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,0.032309
128,4,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.038266
128,2,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.095395
512,8,ON,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.032753
256,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.031644
512,1,ON,16,DDR4_2400_16x4,None,64,0.037614
512,16,ON,4,DDR3_1600_8x8,None,128,0.032840
256,2,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.035094
128,8,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.102291
512,2,ON,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.032860
128,1,ON,2,DDR4_2400_8x8,None,128,0.044352
512,4,ON,16,DDR3_1600_8x8,BOPPrefetcher,64,0.032789
32,2,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.107000
64,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,128,0.057479
128,8,ON,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.041846
512,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.032655
32,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.060094
128,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.107377
32,2,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.062024
32,1,ON,1,DDR4_2400_4x16,None,64,0.060403
256,1,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.033904
256,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,0.034799
128,8,OFF,2,DDR3_2133_8x8,None,32,0.107915
32,8,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.059345
64,16,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,0.058143
256,1,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.078157
256,16,ON,4,DDR3_1600_8x8,None,32,0.032470
256,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.034655
256,16,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.032267
512,1,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.032421
64,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.140814
64,16,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.057790
64,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.101094
512,4,OFF,1,DDR4_2400_4x16,None,64,0.031697
128,1,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.038908
128,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.041941
512,4,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.031681
64,8,ON,8,DDR4_2400_16x4,None,64,0.058200
32,8,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.164280
128,8,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.101331
256,8,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.031915
128,1,ON,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.049743
32,8,ON,1,DDR3_1600_8x8,None,32,0.057657
128,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.110908
64,2,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.151098
32,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.059354
256,8,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,0.033974
512,1,ON,1,DDR3_2133_8x8,None,64,0.034711
256,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.032971
64,1,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.096145
256,2,OFF,4,DDR4_2400_16x4,None,64,0.056167
256,4,OFF,16,DDR3_1600_8x8,None,128,0.032847
32,1,OFF,16,DDR4_2400_4x16,None,128,0.167525
128,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.041616
32,2,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.063623
256,4,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.032439
256,1,ON,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.041133
512,16,ON,16,DDR4_2400_16x4,BOPPrefetcher,64,0.032913
64,8,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.123611
512,16,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.031855
128,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,32,0.077039
256,8,ON,2,DDR3_1600_8x8,None,128,0.032769
512,1,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.036685
32,4,OFF,8,DDR4_2400_4x16,None,32,0.154033
512,1,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.041273
512,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032758
512,8,OFF,8,DDR3_2133_8x8,BOPPrefetcher,64,0.031699
512,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,32,0.032373
64,16,OFF,2,DDR4_2400_8x8,None,32,0.151726
256,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.031717
512,8,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032528
128,8,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.076764
32,1,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.169364
512,4,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.031881
