l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
32,1,OFF,1,DDR3_1600_8x8,None,32,0.058182
32,1,OFF,1,DDR3_1600_8x8,None,64,0.151381
32,1,OFF,1,DDR3_1600_8x8,None,128,0.102286
32,1,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.031601
32,1,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.031774
